cmnt,sentiment_scores,Compound,Sentiment,cleaned_comment
Nucleus media,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Love from India its osame video even seen,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6369}",0.6369,Positive
Thank You For Your effort,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
I saw it was spreading so fastly inside the lungs How it can be cured I tested positive today only,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",0.5574,Positive
The tiny rutabaga clinicopathologically haunt because pail technologically reject during a grumpy innocent fat faulty different cucumber,"{'neg': 0.348, 'neu': 0.543, 'pos': 0.109, 'compound': -0.6486}",-0.6486,Negative
This is best channel of animated videoswhich helps students to learn,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.7783}",0.7783,Positive
Coronavirus and influenza virus prevention and treatment A whole year has passed since this research was published among the people and not a single person who adhered to what was published was infected Eating a small raw raw uncooked red onion grams to be cut directly when eating without adding vinegar or lemon to it twice a day is completely sufficient for the treatment and prevention of infection with the emerging corona virus and seasonal influenza virus regardless of the severity of exposure to them To treat the injured it is added to the above that the patient inhales an onion for ten minutes from a plastic bag in which the onions are placed immediately after chopping small pieces and forcefully exhale from the mouth outside the bag once or twice a day for a period of three to five consecutive days Paracetamol is taken for high fever when necessary with no other treatments or vitamins taken during the treatment period unless necessary And continue eating onions after that as a precaution until the epidemic is completely over In the case of prevention rather than treatment the aforementioned amount of onion medium onion of grams can be eaten with one meal daily Try it at my responsibility and you will not lose anything and experience is the best proof And for the injured try one day and the temperature will decrease and breathing will improve Be sure only one day and the improvement begins then they continue and after five days whoever among you will make an anointing will make sure of complete healing thanks to God If all of us followed that the injuries would be completely over in one week God willing Thank God not a single person who followed this has been infected since the beginning of the pandemic until March Please whoever this post has received to spread it to the widest extent May God protect all of you and those you love,"{'neg': 0.045, 'neu': 0.835, 'pos': 0.12, 'compound': 0.9734}",0.9734,Positive
PROVEN CORONAVIRUS TREATMENTS THAT GOVERNMENT SHOULD BE HONEST ENOUGH TO TELL CITIZENS Please save and share to save lives before this post gets deleted of us are naturally immune to coronavirus and will only exhibit colds or flu symptoms when infected but for your peace of mind you can prepare for covid with natural foods Dont take vaccines or any pharmaceutical drugs because they will disable your immune system and make you succumb to the coronavirus Because most of us are naturally immune to coronavirus they will attribute this to the effectiveness of the vaccines Any blood clot brain damage lifetime paralysis or death from vaccines they will attribute to virus mutation and the need for more vaccinations Aphrodisia tsp in glass water x daily prevents the virus that has successfully entered a body shell from replicating itself Supersalts drop in glass water x daily for days kills the virus in the bloodstream and inside the cell Both Aphro and Supersalts may be combined in glass water Virgin coconut oil tbsp x daily dissolves the fatty shell of the virus Fish oil mg x daily dissolves the fatty shell of the virus Ampalaya bitter gourd juice cup x daily boosts the immune system prevents the virus from attaching to a body cell Zinc supplement mg x daily prevents the virus that has already successfully entered a body cell from replicating itself Vitamin Cat mg or more x daily kills the virus and neutralizes the toxins produced by the virus Vitamin Dor minutes sunshine boosts the immune system prevents cytokine storm and septic shock Papaya pineappledissolve the protein spikes of the virus Melatoninboosts the immune system enables the repair of cells damaged by the virus Drink plenty of water Sleep hours at night in a quiet dark room When infected dont eat cooked or processed foods Instead eat only fruits and raw fresh vegetables shredded blendered or juiced If no money to buy the above items take tablespoons sea salt and boil in cups water and breath the steam Pray to Yashua Mashiyach Jesus Christ to many for healing ,"{'neg': 0.106, 'neu': 0.725, 'pos': 0.169, 'compound': 0.951}",0.951,Positive
This scared me when I heard his voice it sounds like the pacer test guys voice,"{'neg': 0.158, 'neu': 0.707, 'pos': 0.136, 'compound': -0.1027}",-0.1027,Negative
Love the way this video is made and explained,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,Positive
WAIT AND SEE WHAT HAPPENS TO THE BRAINS OF THE VACCINATED,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Now yall know not to blame bc this deases came out in and was found in ,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.2584}",0.2584,Positive
I need to write a report on covid this helped a lot so much information,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
after I watched this I am scared of myself,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
Thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
I hv experience at first Soartroat Nw im positive in corona Tnx God head paining Gone quickly Body paining left Im quarantine in room only Im not feeling hard breathing I dont hv any illness aside from ds virus,"{'neg': 0.144, 'neu': 0.615, 'pos': 0.241, 'compound': 0.555}",0.555,Positive
To all the anitmaskers this is basically your fault,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
Science stupid Converting RNA into DNA requires reverse transcription enzymes the enzymes revers transcription is that of A virus so of the DNA belongs to the virus,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
Thank you about your video,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
The abhorrent team ignificantly point because anime continuously joke into a bitter recess cluttered damp idea,"{'neg': 0.327, 'neu': 0.569, 'pos': 0.104, 'compound': -0.6908}",-0.6908,Negative
Complicado hein esse virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Science stupid Science doesnt know Viruses appearing for the first time on Earth are extremely sophisticated viruses know to absorb photons sunlight to get energy the virus to work after millions of years the virus developin algae after billions of years developing in to sperm,"{'neg': 0.066, 'neu': 0.817, 'pos': 0.117, 'compound': 0.3804}",0.3804,Positive
Science stupid Science doesnt know After billions of years the sperm develops into humans,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
I am also a medical student It help me alot,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,Positive
I like ur animations,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,Positive
How does Listerine or Povidone iodine Antiseptic diluted at KILL inactive cov id virus New scientific studies said Yes Can Ibuprofen mg reduce coro na long inflammation I use flu bronchitis herbal medicine antibioticstea all can helps My Co v id P CR test was negative after rinsing mouthnose with iodine for days Not for drinking check for allergies Can I cure myself at homeyes,"{'neg': 0.161, 'neu': 0.767, 'pos': 0.073, 'compound': -0.8143}",-0.8143,Negative
Please make a video on sleeping sicknesses,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,Positive
ı need information about carbon nanotubes that affects corona treatment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Good video like to,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.6597}",0.6597,Positive
hate covid but no covid in me,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
You forgot to mention how the Immune system fights it,"{'neg': 0.209, 'neu': 0.62, 'pos': 0.171, 'compound': -0.128}",-0.128,Negative
Wuhan pneumonia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Anshahussenethiopia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Acorrding to me this the best you tube channel for science,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369,Positive
Le YouTube Lets recommend it after months,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,Positive
its incredibly sad that people think this is all a hoax,"{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.6697}",-0.6697,Negative
Okay i just realized how painful life is,"{'neg': 0.296, 'neu': 0.51, 'pos': 0.194, 'compound': -0.25}",-0.25,Negative
shout to the cameraman for filming this,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
yes,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,Positive
Thank you,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,Positive
Butta dog is immortal,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.25}",0.25,Positive
What an ugly thing Covid is Gosh I love this channel,"{'neg': 0.213, 'neu': 0.516, 'pos': 0.271, 'compound': 0.2263}",0.2263,Positive
httpsyoutubecomchannelUCaExEltKkAvYMIWuVYpw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Im ams have soa troat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I got covid around to days ago and I have experienced every single symptom mentioned except diarrheavomiting and loss of appetite Right now currently Im doing better and I am mainly suffering from loss of smell and taste and it sucks Im starting to feel some shortness of breath and a little chest pain Ill give it one more day and if they get worse Ill definitely go to the hospital Please quarantine I am years old and have never been extremely sick in my life and I thought covid would not hit me as hard as it did because I usually recovered from anything in like days with minimal treatment Please stay safe guys,"{'neg': 0.171, 'neu': 0.69, 'pos': 0.139, 'compound': -0.5066}",-0.5066,Negative
This channel converts theory we studied to animation by which we can see the actual condition we study in books,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Who take a screenshot of other symptoms,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Happy M,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,Positive
My nose is always blocked idk why,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
Really nice,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,Positive
Im learning a lot from your videos but a serious question why are we not using antiretroviral fusion entry inhibitors for Covid,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.4497}",-0.4497,Negative
THIS IS MAN MADE ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Who believes that Covid is actual i believe tho ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Corona is nothing scary,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.3875}",0.3875,Positive
simppahn VACSINE DARI LUAR NEGARA STATESKOP co ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Isaiah But he was wounded for our transgressions he was bruised for our iniquities the chastisement of our peace was upon him and with his stripes we are healed For salvation people just need to follow the way they did it in Acts They were baptized in the water and of the spirit Heres why The gospel is the death burial and resurrection of Jesus Christ If we are to follow him we must do the same thing Death repentance Burial baptism and resurrection being filled with the Holy Ghost and rising again from the dead Thats what Acts is We must obey the gospel Thessalonians in flaming fire taking vengeance on them that know not God and that OBEY NOT THE GOSPEL of our Lord Jesus Christ Matthew Not every one that saith unto me Lord Lord shall enter into the kingdom of heaven but he that DOETH THE WILL OF MY FATHER which is in Heaven St John EXCEPT a man be born of WATER AND OF THE SPIRIT he cannot enter into the kingdom of GOD We cant come up with our own gospel Galatians But though we or an angel from heaven preach any other gospel unto you than that which we have preached unto you let him be accursed Dont be cursed One way for all people Jews Gentiles and Samaritans Our salvation has to matchup with the scriptures and no scriptures on the subject can be taken away Eternity is TOOO long to be WRONG st John Search the scriptures for in them ye think ye have eternal life and they are they which testify of me The gospels show what Christ has done on the cross for us The book of Acts shows us the beginning of Christs Church and how to enter the Church obeying Acts The letters were written to the Church to show us how to behave now that we are born again into the Church Its better to walk alone than to walk with a crowd going in the wrong direction Are we supposed to follow the teachings of the apostles Acts They continued steadfastly in the apostles doctrines Ephesians We are built upon the foundation of the apostles and prophets Jesus Christ himself being the chief cornerstone Jesus Christ was our perfect example back to God He was baptized and received the Holy Ghost and we must be baptized and receive the Holy Ghost He was holy and walked in righteousness and we must be holy and walk in righteousness He died and rose again and we must die to the things of this world and rise to walk in the newness of life He prayed to the father showing us how to pray to the father If you believe in this message help spread it in the name of Jesus Christ God bless you for doing so,"{'neg': 0.108, 'neu': 0.809, 'pos': 0.083, 'compound': -0.9333}",-0.9333,Negative
